CODICE,AUTORE,TITOLO,CASA EDITRICE,GENERE/COLLOCAZIONE,LINGUA,ANNO EDIZIONE,;
4663,charles dickens,il capitano bravocore,bompiani,bambini e ragazzi,italiano,1995,
4664,alessandro manzoni,i promessi sposi appendice didattica,fabbri editori,classici per ragazzi,italiano,1987,
4665,walt disney,l'allegra brigata di paperopoli,mondadori,bambini e ragazzi,italiano,1962,
4666,brunonia barry,la lettrice bugiarda,garzanti,romanzo,italiano,2010,
4667,rocco aprile,il sole e sale,icaro,romanzo,italiano,2006,
4668,alessia gazzola,non e' la fine del mondo,feltrinelli,romanzo,italiano,2016,
4669,michael ondaatje,il paziente inglese,cde,romanzo,italiano,1993,
4670,eliane wilson,il dono della colomba,sperling e kupfer,romanzo,italiano,1993,
4671,michael black,balla coi lupi,sperling paperback,classico,italiano,1993,
4672,milena magnani,delle volte il vento,kurumuny,romanzo,italiano,2012,
4673,m.zimmer bradley,le nebbie di avalon,biblioteca di avventure fantastiche,fantasy,italiano,1986,
4674,hannei munzer,musica per un'amore proibito,giunti,romanzo,italiano,2015,
4675,william kotzwinkle,e.t. l'extra-terrestre,sperling e kupfer,romanzo,italiano,1982,
4676,catherine dunne,tutto per amore,le fenici,romanzo,italiano,2011,
4677,fedor dostoevskij,delitto e castigo volume primo,famiglia cristiana,classico,italiano,1992,
4678,fedor dostoevskij,delitto e castigo volume secondo,famiglia cristiana,classico,italiano,1992,
4678,henryk sienkiewicz,quo vadis? volume primo,famiglia cristiana,classico,italiano,1992,
4679,henryk sienkiewicz,quo vadis? volume secondo,famiglia cristiana,classico,italiano,1992,
4680,gerald green,olocausto,club degli editori,romanzo storico,italiano,1979,
4681,erich segal,oliver's story,club degli editori,classici per ragazzi,italiano,1977,
4682,bonelli-galleppini,il passato di tex,mondadori,umoristico e fumetti,italiano,1999,
4683,bonelli-galleppini,il passato di tex,mondadori,umoristico e fumetti,italiano,1999,
4684,bonelli-galleppini,tex il bisonte bianco,bonelli,umoristico e fumetti,italiano,1990,
4685,bonelli-galleppini,tex nascita di un eroe,mondadori,umoristico e fumetti,italiano,1995,
4686,bonelli-galleppini,tex il totem misterioso,repubblica-l'espresso,umoristico e fumetti,italiano,2007,
4687,rene' guillot,criniera bianca,edizioni le stelle,classici per ragazzi,italiano,1980,
4689,christian jacq,il ragazzo che sfido' ramses il grande,piemme,narrativa,italiano,1997,
4690,mago silvan,manuale di silvan,mondadori,bambini e ragazzi,italiano,1974,
4691,edmondo de amicis,cuore,mondadori,classici per ragazzi,italiano,1969,
4692,ettore masina,gesu' di nazaret,giunti,biografia,italiano,1977,
4693,michael w.demsey,enciclopedia monografica per ragazzi il mondo,la scuola,enciclopedia,italiano,1977,
4694,walt disney,signori si parte,mondadori,enciclopedia,italiano,1970,
4695,lydia capece,i grandi fanciulli,giunti,biografia,italiano,1974,
4696,carlo collodi-contessa d'aulnoy,la gatta bianca,edizione paoline,classici per ragazzi,italiano,1988,
4697,anne-marie dalmais,le ore del giorno,mondadori,bambini e ragazzi,italiano,1984,
4698,christopher rawson-r.h.lloyd,la mia prima vita di gesu',edizione paoline,biografia,italiano,1983,
4699,gianni caratelli,i pastorelli di fatima,biog,biografia,italiano,1980,
4700,francesca marzotto (a cura di),365 favole di animali da esopo fedro la fontaine e tolstoj,i libri di gulliver,classici per ragazzi,italiano,1984,
4701,lee falk-ray moore,l'uomo mascherato,garzanti,bambini e ragazzi,italiano,1972,
4702,autori vari,c'era una volta vecchie fiabe per nuovi bambini e ragazzi,lito,classici per ragazzi,italiano,1987,
4703,jules verne,dalla terra alla luna,deagostini,bambini e ragazzi,italiano,1997,
4704,luigi makowski,il romanzo di un cane,l.a.n.,narrativa,italiano,1990,
4705,charles dickens,canto di natale,rizzoli,bambini e ragazzi,italiano,1990,
4706,barthold stratling,nel paese dei draghi rossi,bietti,narrativa,italiano,1971,
4707,jerome klapka jerome,tre uomin in barca (per non parlar del cane),edizione paoline,narrativa,italiano,1985,
4708,gianni lagos,l'italia nacque cosi' ,edizione paoline,bambini e ragazzi,italiano,1985,
4709,fratelli grimm,hansel e gretel,bulgarini,bambini e ragazzi,italiano,1988,
4710,giuliana crespi,le ruote corrono...,la coccinella,bambini e ragazzi,italiano,1979,
4711,roberto piumini,gioco e imparo le forme,mondadori,bambini e ragazzi,italiano,1985,
4712,autori vari,la scuola che tempo fa?,capitol,bambini e ragazzi,italiano,1986,
4713,m.salvadori,giorni felici,fher,bambini e ragazzi,italiano,1986,
4714,grimm,biancaneve e i sette nani,malipiero,bambini e ragazzi,italiano,1986,
4715,autori vari,e fu cosi' che... il cerbiattino pauros imparo' ad essere coraggioso,malipiero,bambini e ragazzi,italiano,1986,
4716,autori vari,e fu cosi' che... l'orsetto disubbidi' e tutta l'estate dormi',malipiero,bambini e ragazzi,italiano,1986,
4717,autori vari,pinocchio,valentino,bambini e ragazzi,italiano,1995,
4718,autori vari,speedy gonzalez,warner bross,bambini e ragazzi,italiano,1987,
4719,anne marie dalmais-patricia giannini,dal cuginetto mirtillo,mondadori,bambini e ragazzi,italiano,1987,
4720,walt disney,i sette nani,mondadori,bambini e ragazzi,italiano,1970,
4721,hans c. andersen,i vestiti nuovi dell'imperatore,bulgarini,bambini e ragazzi,italiano,1988,
4722,antonio lugli,curiosando per il mondo,bulgarini,bambini e ragazzi,italiano,1988,
4723,antonio lugli,racconti per la sera,bulgarini,bambini e ragazzi,italiano,1988,
4724,antonio lugli,storielline piccine piccine,bulgarini,bambini e ragazzi,italiano,1988,
4725,c. scuderi-y.zerboni,pan il panda,primavera,bambini e ragazzi,italiano,1987,
4726,hans c. andersen,i vestiti nuovi dell'imperatore,bulgarini,bambini e ragazzi,italiano,1988,
4727,grimm,i musicanti di brema,bulgarini,bambini e ragazzi,italiano,1988,
4728,walt disney,la bella e la bestia,walt disney,bambini e ragazzi,italiano,1993,
4729,walt disney,aladdin,walt disney,bambini e ragazzi,italiano,1993,
4730,hans c. andersen,il guardiano di porci,bulgarini,bambini e ragazzi,italiano,1988,
4731,hans c. andersen,l'intrepido soldatino di stagno,bulgarini,bambini e ragazzi,italiano,1988,
4732,antonio lugli,favole per tutte le ore,bulgarini,bambini e ragazzi,italiano,1988,
4733,hans c. andersen,l'intrepido soldatino di stagno,bulgarini,bambini e ragazzi,italiano,1988,
4734,antonio lugli,gnomi fate e principesse,bulgarini,bambini e ragazzi,italiano,1988,
4735,antonio lugli,l'omino del sonno e altri racconti,bulgarinii,bambini e ragazzi,italiano,1988,
4736,antonio lugli,store e storielline,bulgarini,bambini e ragazzi,italiano,1988,
4737,mauro cavallini,leggende di natale,bulgarini,bambini e ragazzi,italiano,1988,
4738,antonella alessani,animali delle foreste tropicali,bulgarini,bambini e ragazzi,italiano,1988,
4739,mauro monaldini,animali dello stagno,bulgarini,bambini e ragazzi,italiano,1988,
4740,marco bosi,animali del sottosuolo,bulgarini,bambini e ragazzi,italiano,1988,
4741,mauro monaldini,animali del mare,bulgarini,bambini e ragazzi,italiano,1988,
4742,marco bosi,animali della montagna,bulgarini,bambini e ragazzi,italiano,1988,
4743,lucia mattioli,animali del fiume,bulgarini,bambini e ragazzi,italiano,1988,
4744,t.marotto-e.hamnett,allo zoo,la coccinella,bambini e ragazzi,italiano,1989,
4745,flavia vanoli,il treno super rapido,popibooks,bambini e ragazzi,italiano,1991,
4746,flavia vanoli,il furgoncino dei gelati,popibooks,bambini e ragazzi,italiano,1991,
4747,annette,millie e i giorni della settimana,rizzoli,bambini e ragazzi,italiano,1989,
4748,annette,millie e i colori,rizzoli,bambini e ragazzi,italiano,1987,
4749,autori vari,c'era una volta l'uomo - i costruttori di cattedrali 11,de agostini,bambini e ragazzi,italiano,1991,
4750,autori vari,c'era una volta l'uomo - i vichinghi 10,de agostini,bambini e ragazzi,italiano,1990,
4751,autori vari,c'era una volta l'uomo - nasce la terra 1,de agostini,bambini e ragazzi,italiano,1990,
4752,autori vari,c'era una volta l'uomo - i primi imperi 5,de agostini,bambini e ragazzi,italiano,1990,
4753,autori vari,c'era una volta l'uomo - le valli fertili 4,de agostini,bambini e ragazzi,italiano,1990,
4754,autori vari,c'era una volta l'uomo - l'uomo di cro-magnon 3,de agostini,bambini e ragazzi,italiano,1991,
4755,autori vari,c'era una volta l'uomo - l'uomo di neanderthal 2,de agostini,bambini e ragazzi,italiano,1990,
4756,autori vari,c'era una volta l'uomo - il quattrocento 14,de agostini,bambini e ragazzi,italiano,1991,
4757,autori vari,c'era una volta l'uomo - la guerra dei cent'anni 13,de agostini,bambini e ragazzi,italiano,1991,
4758,autori vari,c'era una volta l'uomo - i viaggi di marco polo 12,de agostini,bambini e ragazzi,italiano,1991,
4759,autori vari,c'era una volta l'uomo - il secolo di pericle 6,de agostini,bambini e ragazzi,italiano,1990,
4760,autori vari,c'era una volta l'uomo - l'illuminismo 20,de agostini,bambini e ragazzi,italiano,1991,
4761,autori vari,c'era una volta l'uomo - pietro il grande 19,de agostini,bambini e ragazzi,italiano,1991,
4762,autori vari,c'era una volta l'uomo - il gran secolo di luigi XIV  18,de agostini,bambini e ragazzi,italiano,1991,
4763,autori vari,c'era una volta l'uomo - lo splendore delle provincie unite 17,de agostini,bambini e ragazzi,italiano,1991,
4764,autori vari,c'era una volta l'uomo - elisabetta e il gran secolo inglese 16,de agostini,bambini e ragazzi,italiano,1991,
4765,autori vari,c'era una volta l'uomo - il secolo d'oro per la spagna 15,de agostini,bambini e ragazzi,italiano,1991,
4766,autori vari,c'era una volta l'uomo - i carolingi 9,de agostini,bambini e ragazzi,italiano,1991,
4767,autori vari,c'era una volta l'uomo - le conquiste dell'islam 8,de agostini,bambini e ragazzi,italiano,1991,
4768,autori vari,c'era una volta l'uomo - pax romana 7,de agostini,bambini e ragazzi,italiano,1991,
4769,autori vari,c'era una volta l'uomo - c'era una volta... la terra 26,de agostini,bambini e ragazzi,italiano,1991,
4770,autori vari,c'era una volta l'uomo - gli anni della follia 25,de agostini,bambini e ragazzi,italiano,1991,
4771,autori vari,c'era una volta l'uomo - la belle epoque 24,de agostini,bambini e ragazzi,italiano,1991,
4772,autori vari,c'era una volta l'uomo - la rpimavera dei popoli 23,de agostini,bambini e ragazzi,italiano,1991,
4773,autori vari,c'era una volta l'uomo - la rivoluzione francese 22,de agostini,bambini e ragazzi,italiano,1991,
4774,autori vari,c'era una volta l'uomo - l'america del nord 21,de agostini,bambini e ragazzi,italiano,1991,
4775,georgina hargreaves,robin hood,edibimbi,classici per ragazzi,italiano,1997,
4776,susanna tamaro,cuore di ciccia,famiglia cristiana,bambini e ragazzi,italiano,1992,
4778,kenneth grahame,il vento tra i salici,il giornalino,bambini e ragazzi,italiano,1996,
4779,robert louis stevenson,l'isola del tesoro,il giornalino,bambini e ragazzi,italiano,1996,
4780,renata gelardini-gino gavioli,aladino,il giornalino,fumetti,italiano,1996,
4781,nikolay gogol,taras bul'ba,il giornalino,bambini e ragazzi,italiano,1996,
4782,jack london,il richiamo della foresta,il giornalino,fumetti,italiano,1996,
4783,federica colombo,gli animali e l'ambiente - la foresta tropicale,topobiblo,bambini e ragazzi,italiano,1976,
4784,gianni padoan,spazio 1999 i giustizieri del cosmo,emz,narrativa,italiano,1977,
4785,j.l.macias,il raccontafiabe,emz,bambini e ragazzi,italiano,1984,
4786,bona sancipriano rabaglino,cuccioli,edizioni paoline,bambini e ragazzi,italiano,1985,
4787,il club delle giovani marmotte,le magie della natura,mondadori,bambini e ragazzi,italiano,1981,
4788,r. bonafede,come nasce... ,malipiero,bambini e ragazzi,italiano,1980,
4789,giampaolo dossena,il grande libro dei giochi - da soli o in compagnia in casa o all'aperto,mondadori,bambini e ragazzi,italiano,1986,
4790,marzieh gail,la vita e i costumi nel rinascimento,mursia,bambini e ragazzi,italiano,1968,
4791,j.v.pacilio,alla scoperta dello spazio,mursia,bambini e ragazzi,italiano,1965,
4792,m.elting-f.folson,novanta perche' di geografia,mursia,bambini e ragazzi,italiano,1966,
4793,pierre de latil,i pianeti la luna e lo spazio,mursia,bambini e ragazzi,italiano,1969,
4794,bart winer,la vita e i costumi nell'antichita' ,mursia,bambini e ragazzi,italiano,1965,
4795,charles d.neal,progetti ed esperimenti facili e sicuri di elettricita' ,mursia,bambini e ragazzi,italiano,1970,
4796,i.podendorf,101 esperimenti scientifici,mursia,bambini e ragazzi,italiano,1970,
4797,i.podendorf,impara le scienze da solo,mursia,bambini e ragazzi,italiano,1968,
4798,rene' du mesnil de maricourt,lucia,edizioni paoline,romanzo,italiano,1982,
4799,john henry newman,callista,edizioni paoline,romanzo,italiano,1983,
4800,e. de amicis,cuore,malipiero,classici per ragazzi,italiano,1969,
4801,autori vari,il manuela del calcio di pele',walt disney,bambini e ragazzi,italiano,2000,
4802,megan stine-h. w. stin,le avventure del giovane indiana jones - la maledizione della mummia,fabbri editori,narrativa,italiano,1992,
4803,jean webster,papa'  gambalunga,de agostini,classici per ragazzi,italiano,1994,
4804,florence montgomery,incompreso,edizioni paoline,classici per ragazzi,italiano,1986,
4805,eleanor hodgman porter,pollyanna cresce,edizioni paoline,classici per ragazzi,italiano,1987,
4806,schel silverstein,strada con uscita,salari,bambini e ragazzi,italiano,1994,
4807,barbara ludecke,tutto sulla ragazza da 12 a 16 anni,edizioni san paolo,bambini e ragazzi,italiano,1986,
4808,charles dickens,la piccola dorrit,de agostini,classici per ragazzi,italiano,1990,
4809,louisa may alcott,piccole donne,edizioni paoline,classici per ragazzi,italiano,1990,
4810,louisa may alcott,rose in fiore,edizioni paoline,classici per ragazzi,italiano,1985,
4811,armando moore,chiara d'assisi,edizioni paoline,biografia,italiano,1985,
4812,lia carini alimandi,piccole grandi donne,edizioni paoline,biografico,italiano,1980,
4813,attilo monge,piccola vita di gesu',edizioni paoline,biografico,italiano,1988,
4814,charles dickens,oliver twist,edibimbi,classici per ragazzi,italiano,1993,
4815,renzo zanoni,nuove nuove sculture di pane,la casa verde,bambini e ragazzi,italiano,1994,
4816,jonathan swift,i viaggi di gulliver,edibimbi,bambini e ragazzi,italiano,1997,
4817,susanna tamaro,la testa fra le nuvole,paravia,bambini e ragazzi,italiano,1996,
4818,autori vari,paperino e la giornata al mare,walt disney,bambini e ragazzi,italiano,1989,
4819,autori vari,le mie olimpiadi,periodici san paolo,bambini e ragazzi,italiano,1996,
4820,hanna barbera,the jacksons,il giornalino,bambini e ragazzi,italiano,1999,
4821,hanna barbera,the flinstones,il giornalino,bambini e ragazzi,italiano,1999,
4822,hanna barbera,yoghi,il giornalino,bambini e ragazzi,italiano,1999,
4823,hanna barbera,scooby-doo!,il giornalino,bambini e ragazzi,italiano,1999,
4824,hanna barbera,tom e jerry,il giornalino,bambini e ragazzi,italiano,1999,
4825,collodi,pinocchio,malipiero,bambini e ragazzi,italiano,1976,
4826,giuseppe zanini,il libro dei mestieri,dami,bambini e ragazzi,italiano,1988,
4827,r.goscinny-a.uderzo,asterix il gallico,il giornalino,bambini e ragazzi,italiano,1998,
4828,r.goscinny-a.uderzo,asterix e il falcetto d'oro,il giornalino,bambini e ragazzi,italiano,1998,
4829,r.goscinny-a.uderzo,asterix e il paiolo,il giornalino,bambini e ragazzi,italiano,1998,
4830,r.goscinny-a.uderzo,asterix e cleopatra,il giornalino,bambini e ragazzi,italiano,1998,
4831,r.goscinny-a.uderzo,asterix e i goti,il giornalino,bambini e ragazzi,italiano,1998,
4832,aristofane,la festa delle donne,rizzoli,classico,italiano,1983,
4833,roberto cotroneo,per un attimo immenso ho dimenticato il mio nome,mondadori,romanzo,italiano,2002,
4834,ray bradbury,fahrenheit 451,mondadori,classico,italiano,1978,
4835,susanna tamaro,per voce sola,baldini e castoldi,romanzo,italiano,1994,
4836,robert graves,i miti greci,cde,classico,italiano,1955,
4837,john grisham,la giuria,mondadori,giallo/thrller,italiano,1996,
4838,john grisham,l'uomo della pioggia,mondadori,giallo/thrller,italiano,1995,
4839,john grisham,i confratelli,mondadori,giallo/thrller,italiano,2000,
4840,luis sepulveda,la frontiera scomparsa,guanda,romanzo,italiano,1994,
4841,samuel beckett,aspettando godot,einaudi,romanzo,italiano,1956,
4842,hermann melville,bartleby:the scrivaner-bartleby lo scrivano,einaudi,classico,italiano/inglese,1994,
4843,hermann hesse,peter camenzind,mondadori,romanzo,italiano,1980,
4844,james redfield,la profezia di celestino,corbaccio,romanzo,italiano,1994,
4845,john grisham,il partner,mondadori,giallo/thrller,italiano,1997,
4846,paulo coelho,sulla sponda del fiume piedra mi sono seduta e ho pianto,bompiani,romanzo,italiano,1996,
4847,fratelli grimm,tutte le fiabe,newton e compton,narrativa,italiano,1993,
4848,ernest hemingway,il vecchio e il mare,mondadori,classico,italiano,1952,
4849,lisia,orazioni I-XV,rizzoli,classico,italiano,1997,
4850,s.s.van dine,la canarina assassinata,club degli editori,giallo/thrller,italiano,1931,
